r1	NC_009925.0
r10171	NC_008595.0
r10172	NC_008595.1
r10173	NC_008595.2
r10174	NC_008595.3
r10175	NC_008595.4
r10176	NC_002944.0
r10177	NC_002944.1
r10178	NC_002944.2
r10179	NC_002944.3
r10180	NC_002944.4
r10181	NC_008769.0
r10182	NC_008769.1
r10183	NC_008769.2
r10184	NC_008769.3
r10185	NC_008769.4
r10186	NC_002945.0
r10187	NC_002945.1
r10188	NC_002945.2
r10189	NC_002945.3
r10190	NC_002945.4
r10191	NC_009512.0
r10192	NC_009512.1
r10193	NC_009512.2
r10194	NC_009512.3
r10195	NC_009512.4
r10196	NC_010322.0
r10197	NC_010322.1
r10198	NC_010322.2
r10199	NC_010322.3
r10200	NC_010322.4
r10201	NC_002947.0
r10202	NC_002947.1
r10203	NC_002947.2
r10204	NC_002947.3
r10205	NC_002947.4
r10206	NC_010501.0
r10207	NC_010501.1
r10208	NC_010501.2
r10209	NC_010501.3
r10210	NC_010501.4
r10211	NC_002755.0
r10212	NC_002755.1
r10213	NC_002755.2
r10214	NC_002755.3
r10215	NC_002755.4
r10216	NC_009565.0
r10217	NC_009565.1
r10218	NC_009565.2
r10219	NC_009565.3
r10220	NC_009565.4
r10221	NC_009525.0
r10222	NC_009525.1
r10223	NC_009525.2
r10224	NC_009525.3
r10225	NC_009525.4
r10226	NC_000962.0
r10227	NC_000962.1
r10228	NC_000962.2
r10229	NC_000962.3
r10230	NC_000962.4
r10231	NC_006360.0
r10232	NC_006360.1
r10233	NC_006360.2
r10234	NC_006360.3
r10235	NC_006360.4
r10236	NC_007332.0
r10237	NC_007332.1
r10238	NC_007332.2
r10239	NC_007332.3
r10240	NC_007332.4
r10241	NC_007295.0
r10242	NC_007295.1
r10243	NC_007295.2
r10244	NC_007295.3
r10245	NC_007295.4
r10246	NC_002946.0
r10247	NC_002946.1
r10248	NC_002946.2
r10249	NC_002946.3
r10250	NC_002946.4
r10251	NC_011035.0
r10252	NC_011035.1
r10253	NC_011035.2
r10254	NC_011035.3
r10255	NC_011035.4
r10256	NC_010120.0
r10257	NC_010120.1
r10258	NC_010120.2
r10259	NC_010120.3
r10260	NC_010120.4
r10261	NC_008767.0
r10262	NC_008767.1
r10263	NC_008767.2
r10264	NC_008767.3
r10265	NC_008767.4
r10266	NC_003112.0
r10267	NC_003112.1
r10268	NC_003112.2
r10269	NC_003112.3
r10270	NC_003112.4
r10271	NC_003116.0
r10272	NC_003116.1
r10273	NC_003116.2
r10274	NC_003116.3
r10275	NC_003116.4
r10276	NC_009488.0
r10277	NC_009488.1
r10278	NC_009488.2
r10279	NC_009488.3
r10280	NC_009488.4
r10281	NC_010793.0
r10282	NC_010793.1
r10283	NC_010793.2
r10284	NC_010793.3
r10285	NC_010793.4
r10286	NC_010729.0
r10287	NC_010729.1
r10288	NC_010729.2
r10289	NC_010729.3
r10290	NC_010729.4
r10291	NC_002950.0
r10292	NC_002950.1
r10293	NC_002950.2
r10294	NC_002950.3
r10295	NC_002950.4
r10296	NC_008816.0
r10297	NC_008816.1
r10298	NC_008816.2
r10299	NC_008816.3
r10300	NC_008816.4
r10301	NC_005042.0
r10302	NC_005042.1
r10303	NC_005042.2
r10304	NC_005042.3
r10305	NC_005042.4
r10306	NC_005072.0
r10307	NC_005072.1
r10308	NC_005072.2
r10309	NC_005072.3
r10310	NC_005072.4
r10311	NC_005071.0
r10312	NC_005071.1
r10313	NC_005071.2
r10314	NC_005071.3
r10315	NC_005071.4
r10316	NC_009976.0
r10317	NC_009976.1
r10318	NC_009976.2
r10319	NC_009976.3
r10320	NC_009976.4
r10321	NC_009840.0
r10322	NC_009840.1
r10323	NC_009840.2
r10324	NC_009840.3
r10325	NC_009840.4
r10326	NC_009091.0
r10327	NC_009091.1
r10328	NC_009091.2
r10329	NC_009091.3
r10330	NC_009091.4
r10331	NC_008820.0
r10332	NC_008820.1
r10333	NC_008820.2
r10334	NC_008820.3
r10335	NC_008820.4
r10336	NC_007577.0
r10337	NC_007577.1
r10338	NC_007577.2
r10339	NC_007577.3
r10340	NC_007577.4
r10341	NC_008817.0
r10342	NC_008817.1
r10343	NC_008817.2
r10344	NC_008817.3
r10345	NC_008817.4
r10346	NC_008819.0
r10347	NC_008819.1
r10348	NC_008819.2
r10349	NC_008819.3
r10350	NC_008819.4
r10351	NC_007335.0
r10352	NC_007335.1
r10353	NC_007335.2
r10354	NC_007335.3
r10355	NC_007335.4
r10356	NC_002516.0
r10357	NC_002516.1
r10358	NC_002516.2
r10359	NC_002516.3
r10360	NC_002516.4
r10361	NC_009656.0
r10362	NC_009656.1
r10363	NC_009656.2
r10364	NC_009656.3
r10365	NC_009656.4
r10366	NC_008463.0
r10367	NC_008463.1
r10368	NC_008463.2
r10369	NC_008463.3
r10370	NC_008463.4
r10371	NC_004129.0
r10372	NC_004129.1
r10373	NC_004129.2
r10374	NC_004129.3
r10375	NC_004129.4
r10376	NC_007492.0
r10377	NC_007492.1
r10378	NC_007492.2
r10379	NC_007492.3
r10380	NC_007492.4
r10381	NC_005773.0
r10382	NC_005773.1
r10383	NC_005773.2
r10384	NC_005773.3
r10385	NC_005773.4
r10386	NC_007274.10
r10387	NC_007274.11
r10388	NC_007274.12
r10389	NC_007274.13
r10390	NC_007274.14
r10391	NC_007275.20
r10392	NC_007275.21
r10393	NC_007275.22
r10394	NC_007275.23
r10395	NC_007275.24
r10396	NC_007005.0
r10397	NC_007005.1
r10398	NC_007005.2
r10399	NC_007005.3
r10400	NC_007005.4
r10401	NC_004578.0
r10402	NC_004578.1
r10403	NC_004578.2
r10404	NC_004578.3
r10405	NC_004578.4
r10406	NC_004632.10
r10407	NC_004632.11
r10408	NC_004632.12
r10409	NC_004632.13
r10410	NC_004632.14
r10411	NC_004633.20
r10412	NC_004633.21
r10413	NC_004633.22
r10414	NC_004633.23
r10415	NC_004633.24
r10416	NC_008313.0
r10417	NC_008313.1
r10418	NC_008313.2
r10419	NC_008313.3
r10420	NC_008313.4
r10421	NC_008314.10
r10422	NC_008314.11
r10423	NC_008314.12
r10424	NC_008314.13
r10425	NC_008314.14
r10426	NC_005241.20
r10427	NC_005241.21
r10428	NC_005241.22
r10429	NC_005241.23
r10430	NC_005241.24
r10431	NC_007336.0
r10432	NC_007336.1
r10433	NC_007336.2
r10434	NC_007336.3
r10435	NC_007336.4
r10436	NC_007337.10
r10437	NC_007337.11
r10438	NC_007337.12
r10439	NC_007337.13
r10440	NC_007337.14
r10441	NC_007347.20
r10442	NC_007347.21
r10443	NC_007347.22
r10444	NC_007347.23
r10445	NC_007347.24
r10446	NC_007348.30
r10447	NC_007348.31
r10448	NC_007348.32
r10449	NC_007348.33
r10450	NC_007348.34
r10451	NC_007761.0
r10452	NC_007761.1
r10453	NC_007761.2
r10454	NC_007761.3
r10455	NC_007761.4
r10456	NC_007762.10
r10457	NC_007762.11
r10458	NC_007762.12
r10459	NC_007762.13
r10460	NC_007762.14
r10461	NC_007763.20
r10462	NC_007763.21
r10463	NC_007763.22
r10464	NC_007763.23
r10465	NC_007763.24
r10466	NC_007764.30
r10467	NC_007764.31
r10468	NC_007764.32
r10469	NC_007764.33
r10470	NC_007764.34
r10471	NC_007765.40
r10472	NC_007765.41
r10473	NC_007765.42
r10474	NC_007765.43
r10475	NC_007765.44
r10476	NC_007766.50
r10477	NC_007766.51
r10478	NC_007766.52
r10479	NC_007766.53
r10480	NC_007766.54
r10481	NC_004041.60
r10482	NC_004041.61
r10483	NC_004041.62
r10484	NC_004041.63
r10485	NC_004041.64
r10486	NC_010994.0
r10487	NC_010994.1
r10488	NC_010994.2
r10489	NC_010994.3
r10490	NC_010994.4
r10491	NC_010998.10
r10492	NC_010998.11
r10493	NC_010998.12
r10494	NC_010998.13
r10495	NC_010998.14
r10496	NC_010996.20
r10497	NC_010996.21
r10498	NC_010996.22
r10499	NC_010996.23
r10500	NC_010996.24
r10501	NC_010997.30
r10502	NC_010997.31
r10503	NC_010997.32
r10504	NC_010997.33
r10505	NC_010997.34
r10506	NC_011370.0
r10507	NC_011370.1
r10508	NC_011370.2
r10509	NC_011370.3
r10510	NC_011370.4
r10511	NC_011369.10
r10512	NC_011369.11
r10513	NC_011369.12
r10514	NC_011369.13
r10515	NC_011369.14
r10516	NC_011368.20
r10517	NC_011368.21
r10518	NC_011368.22
r10519	NC_011368.23
r10520	NC_011368.24
r10521	NC_011366.30
r10522	NC_011366.31
r10523	NC_011366.32
r10524	NC_011366.33
r10525	NC_011366.34
r10526	NC_011371.40
r10527	NC_011371.41
r10528	NC_011371.42
r10529	NC_011371.43
r10530	NC_011371.44
r10531	NC_008378.0
r10532	NC_008378.1
r10533	NC_008378.2
r10534	NC_008378.3
r10535	NC_008378.4
r10536	NC_008380.10
r10537	NC_008380.11
r10538	NC_008380.12
r10539	NC_008380.13
r10540	NC_008380.14
r10541	NC_008379.20
r10542	NC_008379.21
r10543	NC_008379.22
r10544	NC_008379.23
r10545	NC_008379.24
r10546	NC_008381.30
r10547	NC_008381.31
r10548	NC_008381.32
r10549	NC_008381.33
r10550	NC_008381.34
r10551	NC_008383.40
r10552	NC_008383.41
r10553	NC_008383.42
r10554	NC_008383.43
r10555	NC_008383.44
r10556	NC_008384.50
r10557	NC_008384.51
r10558	NC_008384.52
r10559	NC_008384.53
r10560	NC_008384.54
r10561	NC_008382.60
r10562	NC_008382.61
r10563	NC_008382.62
r10564	NC_008382.63
r10565	NC_008382.64
r10566	NC_007488.0
r10567	NC_007488.1
r10568	NC_007488.2
r10569	NC_007488.3
r10570	NC_007488.4
r10571	NC_007489.10
r10572	NC_007489.11
r10573	NC_007489.12
r10574	NC_007489.13
r10575	NC_007489.14
r10576	NC_007490.20
r10577	NC_007490.21
r10578	NC_007490.22
r10579	NC_007490.23
r10580	NC_007490.24
r10581	NC_007493.30
r10582	NC_007493.31
r10583	NC_007493.32
r10584	NC_007493.33
r10585	NC_007493.34
r10586	NC_007494.40
r10587	NC_007494.41
r10588	NC_007494.42
r10589	NC_007494.43
r10590	NC_007494.44
r10591	NC_009007.50
r10592	NC_009007.51
r10593	NC_009007.52
r10594	NC_009007.53
r10595	NC_009007.54
r10596	NC_009428.0
r10597	NC_009428.1
r10598	NC_009428.2
r10599	NC_009428.3
r10600	NC_009428.4
r10601	NC_009429.10
r10602	NC_009429.11
r10603	NC_009429.12
r10604	NC_009429.13
r10605	NC_009429.14
r10606	NC_009430.20
r10607	NC_009430.21
r10608	NC_009430.22
r10609	NC_009430.23
r10610	NC_009430.24
r10611	NC_009431.30
r10612	NC_009431.31
r10613	NC_009431.32
r10614	NC_009431.33
r10615	NC_009431.34
r10616	NC_009040.0
r10617	NC_009040.1
r10618	NC_009040.2
r10619	NC_009040.3
r10620	NC_009040.4
r10621	NC_009049.10
r10622	NC_009049.11
r10623	NC_009049.12
r10624	NC_009049.13
r10625	NC_009049.14
r10626	NC_009050.20
r10627	NC_009050.21
r10628	NC_009050.22
r10629	NC_009050.23
r10630	NC_009050.24
r10631	NC_008435.0
r10632	NC_008435.1
r10633	NC_008435.2
r10634	NC_008435.3
r10635	NC_008435.4
r10636	NC_007925.0
r10637	NC_007925.1
r10638	NC_007925.2
r10639	NC_007925.3
r10640	NC_007925.4
r10641	NC_007958.0
r10642	NC_007958.1
r10643	NC_007958.2
r10644	NC_007958.3
r10645	NC_007958.4
r10646	NC_005296.0
r10647	NC_005296.1
r10648	NC_005296.2
r10649	NC_005296.3
r10650	NC_005296.4
r10651	NC_007778.0
r10652	NC_007778.1
r10653	NC_007778.2
r10654	NC_007778.3
r10655	NC_007778.4
r10656	NC_011004.0
r10657	NC_011004.1
r10658	NC_011004.2
r10659	NC_011004.3
r10660	NC_011004.4
r10661	NC_009883.0
r10662	NC_009883.1
r10663	NC_009883.2
r10664	NC_009883.3
r10665	NC_009883.4
r10666	NC_007940.0
r10667	NC_007940.1
r10668	NC_007940.2
r10669	NC_007940.3
r10670	NC_007940.4
r10671	NC_010263.0
r10672	NC_010263.1
r10673	NC_010263.2
r10674	NC_010263.3
r10675	NC_010263.4
r10676	NC_009882.0
r10677	NC_009882.1
r10678	NC_009882.2
r10679	NC_009882.3
r10680	NC_009882.4
r10681	NC_006855.0
r10682	NC_006855.1
r10683	NC_006855.2
r10684	NC_006855.3
r10685	NC_006855.4
r10686	NC_006856.10
r10687	NC_006856.11
r10688	NC_006856.12
r10689	NC_006856.13
r10690	NC_006856.14
r10691	NC_006905.20
r10692	NC_006905.21
r10693	NC_006905.22
r10694	NC_006905.23
r10695	NC_006905.24
r10696	NC_006511.0
r10697	NC_006511.1
r10698	NC_006511.2
r10699	NC_006511.3
r10700	NC_006511.4
r10701	NC_010067.0
r10702	NC_010067.1
r10703	NC_010067.2
r10704	NC_010067.3
r10705	NC_010067.4
r10706	NC_011148.0
r10707	NC_011148.1
r10708	NC_011148.2
r10709	NC_011148.3
r10710	NC_011148.4
r10711	NC_011149.10
r10712	NC_011149.11
r10713	NC_011149.12
r10714	NC_011149.13
r10715	NC_011149.14
r10716	NC_011204.0
r10717	NC_011204.1
r10718	NC_011204.2
r10719	NC_011204.3
r10720	NC_011204.4
r10721	NC_011205.10
r10722	NC_011205.11
r10723	NC_011205.12
r10724	NC_011205.13
r10725	NC_011205.14
r10726	NC_011294.0
r10727	NC_011294.1
r10728	NC_011294.2
r10729	NC_011294.3
r10730	NC_011294.4
r10731	NC_011274.0
r10732	NC_011274.1
r10733	NC_011274.2
r10734	NC_011274.3
r10735	NC_011274.4
r10736	NC_011081.0
r10737	NC_011081.1
r10738	NC_011081.2
r10739	NC_011081.3
r10740	NC_011081.4
r10741	NC_011083.10
r10742	NC_011083.11
r10743	NC_011083.12
r10744	NC_011083.13
r10745	NC_011083.14
r10746	NC_009140.0
r10747	NC_009140.1
r10748	NC_009140.2
r10749	NC_009140.3
r10750	NC_009140.4
r10751	NC_011080.10
r10752	NC_011080.11
r10753	NC_011080.12
r10754	NC_011080.13
r10755	NC_011080.14
r10756	NC_011147.0
r10757	NC_011147.1
r10758	NC_011147.2
r10759	NC_011147.3
r10760	NC_011147.4
r10761	NC_010102.0
r10762	NC_010102.1
r10763	NC_010102.2
r10764	NC_010102.3
r10765	NC_010102.4
r10766	NC_011092.0
r10767	NC_011092.1
r10768	NC_011092.2
r10769	NC_011092.3
r10770	NC_011092.4
r10771	NC_011094.10
r10772	NC_011094.11
r10773	NC_011094.12
r10774	NC_011094.13
r10775	NC_011094.14
r10776	NC_004631.0
r10777	NC_004631.1
r10778	NC_004631.2
r10779	NC_004631.3
r10780	NC_004631.4
r10781	NC_009035.0
r10782	NC_009035.1
r10783	NC_009035.2
r10784	NC_009035.3
r10785	NC_009035.4
r10786	NC_009036.10
r10787	NC_009036.11
r10788	NC_009036.12
r10789	NC_009036.13
r10790	NC_009036.14
r10791	NC_009052.20
r10792	NC_009052.21
r10793	NC_009052.22
r10794	NC_009052.23
r10795	NC_009052.24
r10796	NC_009661.0
r10797	NC_009661.1
r10798	NC_009661.2
r10799	NC_009661.3
r10800	NC_009661.4
r10801	NC_009665.10
r10802	NC_009665.11
r10803	NC_009665.12
r10804	NC_009665.13
r10805	NC_009665.14
r10806	NC_009998.0
r10807	NC_009998.1
r10808	NC_009998.2
r10809	NC_009998.3
r10810	NC_009998.4
r10811	NC_009999.10
r10812	NC_009999.11
r10813	NC_009999.12
r10814	NC_009999.13
r10815	NC_009999.14
r10816	NC_009997.20
r10817	NC_009997.21
r10818	NC_009997.22
r10819	NC_009997.23
r10820	NC_009997.24
r10821	NC_010657.0
r10822	NC_010657.1
r10823	NC_010657.2
r10824	NC_010657.3
r10825	NC_010657.4
r10826	NC_010660.10
r10827	NC_010660.11
r10828	NC_010660.12
r10829	NC_010660.13
r10830	NC_010660.14
r10831	NC_010658.20
r10832	NC_010658.21
r10833	NC_010658.22
r10834	NC_010658.23
r10835	NC_010658.24
r10836	NC_007608.0
r10837	NC_007608.1
r10838	NC_007608.2
r10839	NC_007608.3
r10840	NC_007608.4
r10841	NC_007613.10
r10842	NC_007613.11
r10843	NC_007613.12
r10844	NC_007613.13
r10845	NC_007613.14
r10846	NC_004337.0
r10847	NC_004337.1
r10848	NC_004337.2
r10849	NC_004337.3
r10850	NC_004337.4
r10851	NC_004851.10
r10852	NC_004851.11
r10853	NC_004851.12
r10854	NC_004851.13
r10855	NC_004851.14
r10856	NC_004741.0
r10857	NC_004741.1
r10858	NC_004741.2
r10859	NC_004741.3
r10860	NC_004741.4
r10861	NC_008258.0
r10862	NC_008258.1
r10863	NC_008258.2
r10864	NC_008258.3
r10865	NC_008258.4
r10866	NC_002951.0
r10867	NC_002951.1
r10868	NC_002951.2
r10869	NC_002951.3
r10870	NC_002951.4
r10871	NC_009632.0
r10872	NC_009632.1
r10873	NC_009632.2
r10874	NC_009632.3
r10875	NC_009632.4
r10876	NC_009487.0
r10877	NC_009487.1
r10878	NC_009487.2
r10879	NC_009487.3
r10880	NC_009487.4
r10881	NC_003923.0
r10882	NC_003923.1
r10883	NC_003923.2
r10884	NC_003923.3
r10885	NC_003923.4
r10886	NC_009782.0
r10887	NC_009782.1
r10888	NC_009782.2
r10889	NC_009782.3
r10890	NC_009782.4
r10891	NC_002758.0
r10892	NC_002758.1
r10893	NC_002758.2
r10894	NC_002758.3
r10895	NC_002758.4
r10896	NC_002745.0
r10897	NC_002745.1
r10898	NC_002745.2
r10899	NC_002745.3
r10900	NC_002745.4
r10901	NC_007795.0
r10902	NC_007795.1
r10903	NC_007795.2
r10904	NC_007795.3
r10905	NC_007795.4
r10906	NC_009641.0
r10907	NC_009641.1
r10908	NC_009641.2
r10909	NC_009641.3
r10910	NC_009641.4
r10911	NC_007622.0
r10912	NC_007622.1
r10913	NC_007622.2
r10914	NC_007622.3
r10915	NC_007622.4
r10916	NC_007793.0
r10917	NC_007793.1
r10918	NC_007793.2
r10919	NC_007793.3
r10920	NC_007793.4
r10921	NC_010079.0
r10922	NC_010079.1
r10923	NC_010079.2
r10924	NC_010079.3
r10925	NC_010079.4
r10926	NC_002952.0
r10927	NC_002952.1
r10928	NC_002952.2
r10929	NC_002952.3
r10930	NC_002952.4
r10931	NC_002953.0
r10932	NC_002953.1
r10933	NC_002953.2
r10934	NC_002953.3
r10935	NC_002953.4
r10936	NC_004461.0
r10937	NC_004461.1
r10938	NC_004461.2
r10939	NC_004461.3
r10940	NC_004461.4
r10941	NC_002976.0
r10942	NC_002976.1
r10943	NC_002976.2
r10944	NC_002976.3
r10945	NC_002976.4
r10946	NC_010943.0
r10947	NC_010943.1
r10948	NC_010943.2
r10949	NC_010943.3
r10950	NC_010943.4
r10951	NC_011071.0
r10952	NC_011071.1
r10953	NC_011071.2
r10954	NC_011071.3
r10955	NC_011071.4
r10956	NC_004116.0
r10957	NC_004116.1
r10958	NC_004116.2
r10959	NC_004116.3
r10960	NC_004116.4
r10961	NC_007432.0
r10962	NC_007432.1
r10963	NC_007432.2
r10964	NC_007432.3
r10965	NC_007432.4
r10966	NC_004368.0
r10967	NC_004368.1
r10968	NC_004368.2
r10969	NC_004368.3
r10970	NC_004368.4
r10971	NC_010582.0
r10972	NC_010582.1
r10973	NC_010582.2
r10974	NC_010582.3
r10975	NC_010582.4
r10976	NC_008533.0
r10977	NC_008533.1
r10978	NC_008533.2
r10979	NC_008533.3
r10980	NC_008533.4
r10981	NC_011072.0
r10982	NC_011072.1
r10983	NC_011072.2
r10984	NC_011072.3
r10985	NC_011072.4
r10986	NC_010380.0
r10987	NC_010380.1
r10988	NC_010380.2
r10989	NC_010380.3
r10990	NC_010380.4
r10991	NC_003098.0
r10992	NC_003098.1
r10993	NC_003098.2
r10994	NC_003098.3
r10995	NC_003098.4
r10996	NC_003028.0
r10997	NC_003028.1
r10998	NC_003028.2
r10999	NC_003028.3
r11000	NC_003028.4
r11001	NC_002737.0
r11002	NC_002737.1
r11003	NC_002737.2
r11004	NC_002737.3
r11005	NC_002737.4
r11006	NC_008022.0
r11007	NC_008022.1
r11008	NC_008022.2
r11009	NC_008022.3
r11010	NC_008022.4
r11011	NC_006086.0
r11012	NC_006086.1
r11013	NC_006086.2
r11014	NC_006086.3
r11015	NC_006086.4
r11016	NC_008024.0
r11017	NC_008024.1
r11018	NC_008024.2
r11019	NC_008024.3
r11020	NC_008024.4
r11021	NC_008023.0
r11022	NC_008023.1
r11023	NC_008023.2
r11024	NC_008023.3
r11025	NC_008023.4
r11026	NC_004070.0
r11027	NC_004070.1
r11028	NC_004070.2
r11029	NC_004070.3
r11030	NC_004070.4
r11031	NC_007297.0
r11032	NC_007297.1
r11033	NC_007297.2
r11034	NC_007297.3
r11035	NC_007297.4
r11036	NC_007296.0
r11037	NC_007296.1
r11038	NC_007296.2
r11039	NC_007296.3
r11040	NC_007296.4
r11041	NC_003485.0
r11042	NC_003485.1
r11043	NC_003485.2
r11044	NC_003485.3
r11045	NC_003485.4
r11046	NC_008021.0
r11047	NC_008021.1
r11048	NC_008021.2
r11049	NC_008021.3
r11050	NC_008021.4
r11051	NC_009332.0
r11052	NC_009332.1
r11053	NC_009332.2
r11054	NC_009332.3
r11055	NC_009332.4
r11056	NC_011375.0
r11057	NC_011375.1
r11058	NC_011375.2
r11059	NC_011375.3
r11060	NC_011375.4
r11061	NC_004606.0
r11062	NC_004606.1
r11063	NC_004606.2
r11064	NC_004606.3
r11065	NC_004606.4
r11066	NC_009442.0
r11067	NC_009442.1
r11068	NC_009442.2
r11069	NC_009442.3
r11070	NC_009442.4
r11071	NC_009443.0
r11072	NC_009443.1
r11073	NC_009443.2
r11074	NC_009443.3
r11075	NC_009443.4
r11076	NC_006449.0
r11077	NC_006449.1
r11078	NC_006449.2
r11079	NC_006449.3
r11080	NC_006449.4
r11081	NC_008532.0
r11082	NC_008532.1
r11083	NC_008532.2
r11084	NC_008532.3
r11085	NC_008532.4
r11086	NC_006448.0
r11087	NC_006448.1
r11088	NC_006448.2
r11089	NC_006448.3
r11090	NC_006448.4
r11091	NC_006576.0
r11092	NC_006576.1
r11093	NC_006576.2
r11094	NC_006576.3
r11095	NC_006576.4
r11096	NC_007595.0
r11097	NC_007595.1
r11098	NC_007595.2
r11099	NC_007595.3
r11100	NC_007595.4
r11101	NC_007604.10
r11102	NC_007604.11
r11103	NC_007604.12
r11104	NC_007604.13
r11105	NC_007604.14
r11106	NC_006153.0
r11107	NC_006153.1
r11108	NC_006153.2
r11109	NC_006153.3
r11110	NC_006153.4
r11111	NC_006155.10
r11112	NC_006155.11
r11113	NC_006155.12
r11114	NC_006155.13
r11115	NC_006155.14
r11116	NC_009704.0
r11117	NC_009704.1
r11118	NC_009704.2
r11119	NC_009704.3
r11120	NC_009704.4
r11121	NC_009705.10
r11122	NC_009705.11
r11123	NC_009705.12
r11124	NC_009705.13
r11125	NC_009705.14
r11126	NC_009708.20
r11127	NC_009708.21
r11128	NC_009708.22
r11129	NC_009708.23
r11130	NC_009708.24
r11131	NC_010634.0
r11132	NC_010634.1
r11133	NC_010634.2
r11134	NC_010634.3
r11135	NC_010634.4
r11136	NC_010635.10
r11137	NC_010635.11
r11138	NC_010635.12
r11139	NC_010635.13
r11140	NC_010635.14
r11141	NC_010465.0
r11142	NC_010465.1
r11143	NC_010465.2
r11144	NC_010465.3
r11145	NC_010465.4
r11146	NC_010157.0
r11147	NC_010157.1
r11148	NC_010157.2
r11149	NC_010157.3
r11150	NC_010157.4
r11151	NC_010158.10
r11152	NC_010158.11
r11153	NC_010158.12
r11154	NC_010158.13
r11155	NC_010158.14
r11156	NC_010159.20
r11157	NC_010159.21
r11158	NC_010159.22
r11159	NC_010159.23
r11160	NC_010159.24
r11161	NC_008150.0
r11162	NC_008150.1
r11163	NC_008150.2
r11164	NC_008150.3
r11165	NC_008150.4
r11166	NC_008120.10
r11167	NC_008120.11
r11168	NC_008120.12
r11169	NC_008120.13
r11170	NC_008120.14
r11171	NC_008122.20
r11172	NC_008122.21
r11173	NC_008122.22
r11174	NC_008122.23
r11175	NC_008122.24
r11176	NC_003131.0
r11177	NC_003131.1
r11178	NC_003131.2
r11179	NC_003131.3
r11180	NC_003131.4
r11181	NC_003134.10
r11182	NC_003134.11
r11183	NC_003134.12
r11184	NC_003134.13
r11185	NC_003134.14
r11186	NC_003143.20
r11187	NC_003143.21
r11188	NC_003143.22
r11189	NC_003143.23
r11190	NC_003143.24
r11191	NC_004088.0
r11192	NC_004088.1
r11193	NC_004088.2
r11194	NC_004088.3
r11195	NC_004088.4
r11196	NC_004838.10
r11197	NC_004838.11
r11198	NC_004838.12
r11199	NC_004838.13
r11200	NC_004838.14
r11201	NC_008149.0
r11202	NC_008149.1
r11203	NC_008149.2
r11204	NC_008149.3
r11205	NC_008149.4
r11206	NC_008118.10
r11207	NC_008118.11
r11208	NC_008118.12
r11209	NC_008118.13
r11210	NC_008118.14
r11211	NC_009377.0
r11212	NC_009377.1
r11213	NC_009377.2
r11214	NC_009377.3
r11215	NC_009377.4
r11216	NC_009378.10
r11217	NC_009378.11
r11218	NC_009378.12
r11219	NC_009378.13
r11220	NC_009378.14
r11221	NC_009381.20
r11222	NC_009381.21
r11223	NC_009381.22
r11224	NC_009381.23
r11225	NC_009381.24
r11226	NC_005810.0
r11227	NC_005810.1
r11228	NC_005810.2
r11229	NC_005810.3
r11230	NC_005810.4
r11231	NC_005813.10
r11232	NC_005813.11
r11233	NC_005813.12
r11234	NC_005813.13
r11235	NC_005813.14
r11236	NC_005815.20
r11237	NC_005815.21
r11238	NC_005815.22
r11239	NC_005815.23
r11240	NC_005815.24
r11241	NC_002488.0
r11242	NC_002488.1
r11243	NC_002488.2
r11244	NC_002488.3
r11245	NC_002488.4
r11246	NC_002490.10
r11247	NC_002490.11
r11248	NC_002490.12
r11249	NC_002490.13
r11250	NC_002490.14
r11251	NC_010513.0
r11252	NC_010513.1
r11253	NC_010513.2
r11254	NC_010513.3
r11255	NC_010513.4
r11256	NC_010577.0
r11257	NC_010577.1
r11258	NC_010577.2
r11259	NC_010577.3
r11260	NC_010577.4
r11261	NC_004556.0
r11262	NC_004556.1
r11263	NC_004556.2
r11264	NC_004556.3
r11265	NC_004556.4
r11266	NC_006834.0
r11267	NC_006834.1
r11268	NC_006834.2
r11269	NC_006834.3
r11270	NC_006834.4
r11271	NC_007705.0
r11272	NC_007705.1
r11273	NC_007705.2
r11274	NC_007705.3
r11275	NC_007705.4
r11276	NC_010717.0
r11277	NC_010717.1
r11278	NC_010717.2
r11279	NC_010717.3
r11280	NC_010717.4
r11281	NC_007086.0
r11282	NC_007086.1
r11283	NC_007086.2
r11284	NC_007086.3
r11285	NC_007086.4
r11286	NC_003902.0
r11287	NC_003902.1
r11288	NC_003902.2
r11289	NC_003902.3
r11290	NC_003902.4
r11291	NC_010688.0
r11292	NC_010688.1
r11293	NC_010688.2
r11294	NC_010688.3
r11295	NC_010688.4
r11296	NC_007507.0
r11297	NC_007507.1
r11298	NC_007507.2
r11299	NC_007507.3
r11300	NC_007507.4
r11301	NC_007508.10
r11302	NC_007508.11
r11303	NC_007508.12
r11304	NC_007508.13
r11305	NC_007508.14
r11306	NC_005835.0
r11307	NC_005835.1
r11308	NC_005835.2
r11309	NC_005835.3
r11310	NC_005835.4
r11311	NC_005838.10
r11312	NC_005838.11
r11313	NC_005838.12
r11314	NC_005838.13
r11315	NC_005838.14
r11316	NC_006461.0
r11317	NC_006461.1
r11318	NC_006461.2
r11319	NC_006461.3
r11320	NC_006461.4
r11321	NC_006462.10
r11322	NC_006462.11
r11323	NC_006462.12
r11324	NC_006462.13
r11325	NC_006462.14
r11326	NC_000919.0
r11327	NC_000919.1
r11328	NC_000919.2
r11329	NC_000919.3
r11330	NC_000919.4
r11331	NC_010741.0
r11332	NC_010741.1
r11333	NC_010741.2
r11334	NC_010741.3
r11335	NC_010741.4
